exchange,symbol,instrument_token
NSE,TOKYOPLAST,982273
NSE,SRTRANSFIN-YT,1579521
NSE,TEXMOPIPES,4662785
NSE,TCIEXP,4921089
NSE,SUNPHARMA,857857
NSE,STAMPEDE,4579329
NSE,SREIBNPNCD-NV,5512961
NSE,SMARTLINK,2531585
NSE,SHYAMTEL,3517441
NSE,SHARONBIO-BZ,79361
NSE,SGBDEC2512-GB,203521
NSE,SBILIFE,5582849
NSE,SALASAR,5468673
NSE,SAGARDEEP-SM,4382721
NSE,REFEX,4547585
NSE,RANASUG,726273
NSE,PSPPROJECT,5344513
NSE,PODDARMENT,4873217
NSE,PFC-N4,5114369
NSE,PARABDRUGS-BE,4888321
NSE,PAISALO,6519809
NSE,NFL,3564801
NSE,NETWORK18,3612417
NSE,NAGREEKEXP,3763713
NSE,MTNL,587265
NSE,MIRZAINT,1124865
NSE,MAXVIL,4471809
NSE,MANINFRA,4665857
NSE,MANAPPURAM-N9,1451009
NSE,LSIL,4557057
NSE,KOTAKPSUBK,3855617
NSE,KITEX,7398145
NSE,KEC,3394561
NSE,JSWENERGY,4574465
NSE,ITDCEM,1439233
NSE,IRFC-NH,3007489
NSE,INDOSTAR,790529
NSE,SPECTRUM-SM,1295361
NSE,ICICI1201-NB,2712577
NSE,ICICI0701-N8,2668289
NSE,HINDUNILVR,356865
NSE,HILTON,3744513
NSE,GSKCONS,821761
NSE,GSCLCEMENT,7641601
NSE,GICHSGFIN,291585
NSE,GENESYS,2791681
NSE,FCSSOFT,3071745
NSE,EHFLNCD-N6,4573697
NSE,ECLFINANCE-NO,2039809
NSE,CUPID,4741121
NSE,SREIBNPNCD-NU,5512449
NSE,CGPOWER,194561
NSE,CENTRUM,628225
NSE,BLUEBLENDS-O3,2595073
NSE,BIRLAMONEY-BE,3902209
NSE,BHARATFORG,108033
NSE,BANSAL-SM,5444353
NSE,SRTRANSFIN-YS,1579009
NSE,SREINFRA-YJ,517889
NSE,ANGIND-BE,3646465
NSE,SRTRANSFIN-YR,1578497
NSE,ADROITINFO,1267969
NSE,TI,4914177
NSE,815GS2022A-GS,1796353
NSE,794GS2021-GS,1762817
NSE,TALWALKARS,4812033
NSE,SUNILHITEC-BE,3391745
NSE,TALBROAUTO,3493889
NSE,THYROCARE,4360193
NSE,TCFSL-ND,1290753
NSE,THOMASCOTT-BE,7941377
NSE,ZUARI,7436801
NSE,VOLTAMP,3475713
NSE,UNITECH-BE,2016513
NSE,TRIGYN,1389569
NSE,UNIPLY,3684609
NSE,VMART,7496705
NSE,VEDL,784129
NSE,VLSFINANCE,951041
NSE,ZUARIGLOB,979713
NSE,WSI-BE,3796993
NSE,WEIZMANIND,959489
NSE,ZODIAC-SM,154113
NSE,UFO,2313985
NSE,VINNY-SM,1444609
NSE,WENDT,1084161
NSE,VIPIND,947969
NSE,ACEINTEG-SM,5449217
NSE,AKG-SM,1225217
NSE,601GS2028-GS,1757697
NSE,ANANTRAJ,3486721
NSE,ANSALAPI,37889
NSE,ASTRAL,3691009
NSE,AUBANK,5436929
NSE,UJJIVAN,4369665
NSE,BRITANNIA,140033
NSE,CHOLAFIN,175361
NSE,CORPBANK,1319425
NSE,CREDITACC,1131777
NSE,DHFL-N3,4678657
NSE,DHFL-NA,4684801
NSE,DIVISLAB,2800641
NSE,DWARKESH,2986753
NSE,EMKAY,3435777
NSE,EQUITAS,4314113
NSE,FMNL,5380353
NSE,GARDENSILK,280833
NSE,GMDCLTD,1332225
NSE,GOLDENTOBC-BE,2230273
NSE,GUJNRECOKE-W1,4832001
NSE,ULTRACEMCO,2952193
NSE,ICICI0301-N9,2564609
NSE,ICICI0401-N9,2576129
NSE,ICICISENSX,1120769
NSE,IDFCBANK-NB,2792449
NSE,INFOBEAN-SM,5283841
NSE,IREDA-N5,356097
NSE,IRFC-N2,7968769
NSE,JKCEMENT,3397121
NSE,KALYANI-BE,5031169
NSE,KICL,5406465
NSE,KIRIINDUS,4259585
NSE,LEXUS-SM,5525761
NSE,M100,5484289
NSE,MAHESHWARI-SM,4980225
NSE,MENONBE,1782017
NSE,SWELECTES,3048705
NSE,NELCAST,3778817
NSE,NEULANDLAB,615937
NSE,NITCO,3404801
NSE,NMDC,3924993
NSE,ONELIFECAP-BE,6526977
NSE,ORIENTPPR,638977
NSE,PILANIINVS-BE,2931201
NSE,PRSMJOHNSN,701185
NSE,RAJESHEXPO,1894657
NSE,RECLTD-NC,750849
NSE,RELINFRA,141569
NSE,RUBYMILLS,752385
NSE,TGBHOTELS,3739393
NSE,SKMEGGPROD,1211393
NSE,SMSPHARMA,3668225
NSE,SREIBNPNCD-NP,5509889
NSE,SREINFRA,836353
NSE,SRIPIPES,3821313
NSE,SRTRANSFIN-YK,178177
NSE,SURANASOL,5395713
NSE,TALWGYM,953089
NSE,TOUCHWOOD-SM,201217
NSE,TRITURBINE,6549505
NSE,THANGAMAYL,4638209
NSE,SYMPHONY,6192641
NSE,ZENSARTECH,275457
NSE,TCFSL-N6,419073
NSE,SYNDIBANK,1837825
NSE,WEIZFOREX,6244097
NSE,VIVIDHA,7648513
NSE,VAISHALI-SM,5521409
NSE,UTISENSETF,2691841
NSE,TOTAL-SM,5490433
NSE,TIMKEN,3634689
NSE,TATASTLBSL-BE,2219521
NSE,TATAINVEST,414977
NSE,SUNDRMFAST,856321
NSE,SRTRANSFIN-YP,1574145
NSE,SREINFRA-YH,516353
NSE,SHANKARA,5202177
NSE,SDBL,342529
NSE,SBIN-N5,5722625
NSE,ROSSELLIND,7401729
NSE,REMSONSIND,1015041
NSE,RECLTD-NA,7933953
NSE,PRAKASH,693249
NSE,POWERGRID,3834113
NSE,PHOENIXLTD,3725313
NSE,PENPEBS,2705665
NSE,OSWALAGRO,643585
NSE,OIL,4464129
NSE,NORBTEAEXP,1064961
NSE,NITINSPIN,3372801
NSE,JETAIRWAYS,2997505
NSE,MCDHOLDING,3753473
NSE,MANGTIMBER,539905
NSE,MAHABANK,2912513
NSE,LIQUIDBEES,2817537
NSE,LAKSHVILAS,504321
NSE,L&TINFRA-N1,5326849
NSE,KDDL,3816449
NSE,JPINFRATEC,4837121
NSE,JHS,3512321
NSE,JAYSREETEA,440321
NSE,IRFC-N4,7506689
NSE,IREDA-N4,355073
NSE,INDORAMA-BE,3605505
NSE,IL&FSTRANS,4696321
NSE,IBULHSGFIN-N4,4765697
NSE,IBUCCREDIT-NB,1262081
NSE,HUDCO-N2,7997441
NSE,HINDSYNTEX,363009
NSE,HDFCAMC,1086465
NSE,GTL,297473
NSE,GOLDSTAR-SM,257
NSE,GOKEX,3015169
NSE,GALLANTT,3414273
NSE,EVEREADY,3016193
NSE,EMMBI,4644353
NSE,ELGIEQUIP,239873
NSE,EBANK,2976001
NSE,DSML-SM,843265
NSE,DHFL-N8,4683777
NSE,AVTNPL,3586049
NSE,CORDSCABLE,3909377
NSE,PFC-N6,5126145
NSE,BPCL,134657
NSE,SGBDEC26-GB,1959425
NSE,BCG,2261249
NSE,BASF,94209
NSE,ASTRAZEN,1436161
NSE,ANDHRSUGAR,34817
NSE,ALPHAGEO,3736833
NSE,ADHUNIKIND,4481793
NSE,SREIBNPNCD-NI,4993537
NSE,824GS2033-GS,1819137
NSE,773GS2034-GS,1824513
NSE,SRTRANSFIN-YD,1111297
NSE,SUDARSCHEM,851713
NSE,SRTRANSFIN-YG,1112321
NSE,SREIBNPNCD-NJ,4994049
NSE,SREINFRA-Y6,5056257
NSE,SGBFEB24-GB,4706561
NSE,SILINV,1050881
NSE,SONAMCLOCK-SM,892417
NSE,SIMBHALS,3740673
NSE,SGBMAR24-GB,4706817
NSE,SHILPI-BZ,79617
NSE,SGBMAR25-GB,5239553
NSE,PFC-N7,5126657
NSE,RELCAPITAL,737793
NSE,SAGCEM,3601409
NSE,SBIN,779521
NSE,SAKETH-SM,1103105
NSE,RELDIVOPP,674817
NSE,RNAM,91393
NSE,RELIABLE-SM,13057
NSE,PFOCUS,3454977
NSE,683GS2039-GS,1775361
NSE,812GS2020-GS,1798913
NSE,92GS2030-GS,1801985
NSE,AGARIND,867585
NSE,ALKEM,2995969
NSE,APARINDS,2941697
NSE,ASHAPURMIN,51969
NSE,AUROPHARMA,70401
NSE,BANG,3917569
NSE,BFINVEST,5404929
NSE,BLS,4423425
NSE,BYKE,2027265
NSE,CNOVAPETRO,8151809
NSE,CTE,3639809
NSE,DHFL-NF,4687361
NSE,DPSCLTD,3947265
NSE,ECLFINANCE-NC,1817857
NSE,EIHOTEL,235265
NSE,ERFLNCDI-N3,568065
NSE,FSC,190465
NSE,GEOJITFSL,3045377
NSE,GOCLCORP,1014529
NSE,GREAVESCOT,316161
NSE,HAVISHA-BE,2154753
NSE,HGS,3766273
NSE,HOVS,3479553
NSE,IBUCCREDIT-N1,1246977
NSE,ICICI1098-NB,1488385
NSE,IDEA,3677697
NSE,IFCI-NL,1701377
NSE,INDIANHUME,391681
NSE,IPAPPM,42497
NSE,IRFC-NF,3000833
NSE,JAKHARIA-SM,1010945
NSE,JINDRILL,3552001
NSE,KARMAENG,6242561
NSE,KIRLOSENG,5359617
NSE,KSK,4304129
NSE,LAXMICOT-SM,5180417
NSE,MACPOWER-SM,535041
NSE,MANAKCOAT,1897729
NSE,MATRIMONY,5561857
NSE,MMNL-IT,2372353
NSE,NDL,8002049
NSE,NHAI-N8,3059713
NSE,NIITLTD,2949633
NSE,ORIENTBANK,636673
NSE,PARIN-SM,1397761
NSE,POCHIRAJU-BZ,1733377
NSE,PVP,1026561
NSE,RATNAMANI,3443457
NSE,RELCONS,623361
NSE,RIIL,745473
NSE,SAKAR-SM,4795905
NSE,SASKEN,3067649
NSE,SGBAUG24-GB,4717825
NSE,SGFL-BE,3744257
NSE,SITASHREE-BE,3941889
NSE,SONISOYA-SM,685313
NSE,SREIBNPNCD-NL,4995073
NSE,SREINFRA-NX,4791553
NSE,SRTRANSFIN-YI,127489
NSE,STINDIA,848641
NSE,SURYALAXMI,3034113
NSE,TARMAT,3781377
NSE,TFL,3665665
NSE,TMRVL,4916481
NSE,TWL,3945985
NSE,UPL,2889473
NSE,VIJSHAN-BE,4266753
NSE,VSCL-SM,5369089
NSE,XLENERGY-BE,3561985
NSE,PTL,3609857
NSE,ZEELEARN,5338113
NSE,WELCORP,3026177
NSE,VRLLOG,2226177
NSE,UNITY-BZ,1224961
NSE,TVSELECT,2883841
NSE,TIRUPATI-SM,5598209
NSE,TCIDEVELOP,6003713
NSE,TARAJEWELS-BE,7440897
NSE,SUPERSPIN,859393
NSE,STARPAPER,842497
NSE,SRTRANSFIN,1102337
NSE,SREINFRA-NR,898817
NSE,SREIBNPNCD-N9,2330113
NSE,SOLEX-SM,315137
NSE,SHUBHLAXMI-SM,1651457
NSE,SGBOCT25V-GB,90881
NSE,SETF10GILT,4453121
NSE,SANWARIA,3410433
NSE,SABTN,3854337
NSE,RHFL-N7,4952321
NSE,REDINGTON,3649281
NSE,RAMKY,5154305
NSE,PURVA,3820033
NSE,PETRONET,2905857
NSE,PANAMAPET,6500353
NSE,NIFTYBEES,2707457
NSE,NHAI-N5,47617
NSE,NAGAFERT,4427521
NSE,MIRCELECTR,563713
NSE,MANAPPURAM-NB,1453569
NSE,MAGADSUGAR,5476353
NSE,LIBERTSHOE,510465
NSE,KWALITY,4581633
NSE,KMSUGAR,3754753
NSE,JMCPROJECT,1134081
NSE,JAICORPLTD,1316609
NSE,IRFC-ND,510209
NSE,INDIGO,2865921
NSE,IFCI-NI,1474817
NSE,IDBI0404-N4,2929409
NSE,ICICI1101-NC,2698753
NSE,IBUCCREDIT-N6,1255937
NSE,HOTELEELA,370689
NSE,HIGHGROUND,4894209
NSE,HATSUN-E1,1047809
NSE,GREENPLY,1020673
NSE,GNFC,300545
NSE,GESHIP,3526657
NSE,GAIL,1207553
NSE,ERIS,5415425
NSE,EIDPARRY,234497
NSE,ECLFINANCE-N7,1030913
NSE,DQE,6210305
NSE,DHFL-NH,4688385
NSE,DFMFOODS,4933377
NSE,CUBEXTUB,1040385
NSE,CONCOR,1215745
NSE,BURNPUR,3889665
NSE,BLUEBLENDS,125953
NSE,BGLOBAL-BE,6345473
NSE,BANKBARODA,1195009
NSE,AUTOLITIND,73473
NSE,ASHIMASYN-BE,2021121
NSE,APEX,5535489
NSE,ALOKTEXT,20993
NSE,ADFFOODS,5058817
NSE,82GS2022-GS,1760001
NSE,795GS2032-GS,1749761
NSE,697GS2026-GS,1832449
NSE,RAYMOND,731905
NSE,PULZ-SM,129793
NSE,PFS,5786113
NSE,PPAP,3893505
NSE,JETFREIGHT-SM,4907521
NSE,METALFORGE,13313
NSE,NHPC-N2,8059649
NSE,ONWARDTEC,635137
NSE,PARACABLES,3571457
NSE,OPTOCIRCUI,2819073
NSE,NHPC-N5,8060417
NSE,NHPC-N6,8060673
NSE,MGL,4488705
NSE,NAHARPOLY,3697921
NSE,NHAI-N2,7946241
NSE,NAHARSPING,3696641
NSE,MHHL-SM,365057
NSE,MPHASIS,1152769
NSE,JIKIND-BE,4347649
NSE,78GS2020-GS,1786881
NSE,883GS2023-GS,1802753
NSE,ADORWELD,8705
NSE,AKSHARCHEM,5165569
NSE,ALICON,3495937
NSE,APOLLO,290305
NSE,AXISCADES,2415617
NSE,BEPL,107265
NSE,BINANIIND,3488001
NSE,BSLGOLDETF,6093825
NSE,CENTENKA,158465
NSE,CMICABLES,4898049
NSE,CURATECH-BE,2081537
NSE,DHFL-NI,4688897
NSE,DRREDDY,225537
NSE,ENIL,3377153
NSE,EXIDEIND,173057
NSE,FOSECOIND,274689
NSE,GENUSPAPER,1689601
NSE,GODREJAGRO,36865
NSE,GUFICBIO,2971137
NSE,HDFCNIFETF,2967297
NSE,HINDCON-SM,431873
NSE,HUDCO-N4,7503361
NSE,IBULHSGFIN-N7,4767233
NSE,ICICI0400-NC,2110721
NSE,IDFCBANK-N1,2759681
NSE,INDLMETER,1008129
NSE,INFIBEAM,4159745
NSE,IRFC-NO,3883009
NSE,JAYBARMARU,437249
NSE,JUBILANT,931073
NSE,KCP,471297
NSE,KOLTEPATIL,3871745
NSE,L&TINFRA-N6,5772545
NSE,MANAPPURAM-N8,1461249
NSE,MARALOVER,540673
NSE,MERCK,240641
NSE,MOREPENLAB,578305
NSE,NACLIND,5228801
NSE,NELCO,611329
NSE,NHPC-N1,8059393
NSE,NTPC-N8,2748673
NSE,ONMOBILE,3911169
NSE,PALASHSECU,5474049
NSE,PFC-N3,5113857
NSE,POKARNA,4518657
NSE,PRITI-SM,924673
NSE,RAJTV,3687169
NSE,RECLTD-NF,754433
NSE,RKFORGE,2921217
NSE,RUCHISOYA-BE,1824001
NSE,SAREGAMA,1252353
NSE,SETFGOLD,4421633
NSE,SHALBY,182785
NSE,SHREYAS,801025
NSE,SNOWMAN,1239809
NSE,SREINFRA-NT,901889
NSE,SREINFRA-YC,507649
NSE,SRTRANSFIN-YA,1108481
NSE,SUBCAPCITY-BE,2474497
NSE,SURANAT&P,2739201
NSE,TATASTEEL,895745
NSE,TEJASNET,5409537
NSE,TINPLATE,894209
NSE,TVTODAY,2886401
NSE,VESUVIUS,941057
NSE,VSSL,6929153
NSE,WIPL-BE,5245697
NSE,LALPATHLAB,2983425
NSE,MAHSEAMLES,534529
NSE,ZYDUSWELL,4514561
NSE,WSTCSTPAPR,972545
NSE,VISAKAIND,1080577
NSE,VAIBHAVGBL,2909185
NSE,UMANGDAIRY,2915073
NSE,TRIVENI,3348737
NSE,THERMAX,889601
NSE,TCI,2708481
NSE,TARAPUR,4819713
NSE,SUPREMEINF,3840513
NSE,SSWL,3028225
NSE,SREINFRA-YG,514817
NSE,SREINFRA-NG,81665
NSE,SPTL,5494273
NSE,SMLISUZU,867073
NSE,SHRIPISTON-BE,4400641
NSE,SHAIVAL-SM,2734849
NSE,SGBMAY25-GB,5370881
NSE,SALONA,4441857
NSE,RELNV20,2520833
NSE,RECLTD-N9,7933441
NSE,RAINBOWPAP-BE,4848897
NSE,PREMIER,696321
NSE,PNBGILTS,2236417
NSE,PFC,3660545
NSE,ORTINLABSS,2661377
NSE,NTPC-N9,2749697
NSE,NIRAJISPAT-BE,4824065
NSE,NHBTF2014-N2,8183297
NSE,NDGL,4702977
NSE,MUKTAARTS,2223873
NSE,MHRIL,4437249
NSE,MANAPPURAM-NA,1452545
NSE,LICHSGFIN,511233
NSE,KTKBANK,2061825
NSE,KKCL,3425537
NSE,KANORICHEM,469761
NSE,JINDCOT,4459009
NSE,IRFC-NL,3868161
NSE,INSPIRISYS,3514881
NSE,INDINFR-IV,740353
NSE,IIHFL-N2,609537
NSE,IDBIGOLD,6563841
NSE,ICICI1299-NC,1899777
NSE,HUDCO,5331201
NSE,HATHWAY,4647425
NSE,GTNTEX-BE,3449345
NSE,GOLDSHARE,3720961
NSE,GLOBALVECT,3516161
NSE,GARFIBRES,281601
NSE,FEDERALBNK,261889
NSE,ERFLNCDI-N2,567553
NSE,EIHAHOTELS,3942145
NSE,EASUNREYRL,1249793
NSE,DHFL-NM,4733185
NSE,DEVIT-SM,5246465
NSE,DAMODARIND,4490497
NSE,CMMIPL-SM,24577
NSE,CENTRALBK,3812865
NSE,BVCL-BE,3859713
NSE,BLUEBLENDS-O2,2594817
NSE,BBTCL-SM,1455873
NSE,BAGFILMS,2873857
NSE,ASTRAMICRO,2974209
NSE,ARSSINFRA,4659713
NSE,AMRUTANJAN,4492033
NSE,AISL-SM,123393
NSE,ADANIPOWER,4451329
NSE,923GS2043-GS,1814273
NSE,772GS2055-GS,1826817
NSE,MARKSANS,2708225
NSE,MAITHANALL,6281729
NSE,LAMBODHARA,1640193
NSE,LUMAXIND,516609
NSE,LASA-BE,5561089
NSE,JINDALPHOT,3006209
NSE,KECL,4664321
NSE,KOTARISUG,2981633
NSE,KEI,3407361
NSE,JINDALSAW,774145
NSE,JUBLINDS,5514497
NSE,V2RETAIL,3780097
NSE,AXISBANK,1510401
NSE,AARON-SM,1168641
NSE,ELAND,3682049
NSE,HUDCO-N5,7503873
NSE,IGARASHI,162305
NSE,IRISDOREME-SM,1492481
NSE,IREDA-N1,351745
NSE,IGPL,3606017
NSE,INDOWIND,3827713
NSE,69GS2019-GS,1786625
NSE,824GS2027-GS,1762305
NSE,AARVI-SM,5592833
NSE,ADSL,3792129
NSE,ALKALI,4341505
NSE,APLAPOLLO,6599681
NSE,ASHOKLEY,54273
NSE,AVANTIFEED,2031617
NSE,BARTRONICS,3368705
NSE,BHARATGEAR,109057
NSE,BOHRA-SM,5207041
NSE,CANDC,3666945
NSE,CIGNITITEC,1316353
NSE,CPSEETF,595969
NSE,DCMFINSERV,1222401
NSE,DHFL-NQ,855809
NSE,DRSDILIP-SM,1711617
NSE,ECLFINANCE-NN,2038017
NSE,EMAMIREAL,4934913
NSE,EUROTEXIND,255745
NSE,GAEL,2259969
NSE,GICRE,70913
NSE,GOENKA-BZ,1282561
NSE,GSFC,319233
NSE,HDFCMFGETF,5003009
NSE,HINDPETRO,359937
NSE,HUDCO-N9,5102081
NSE,IBULHSGFIN-N8,4767745
NSE,ICICI1000-NB,2340097
NSE,IDFCBANK-N2,2762241
NSE,IGL,2883073
NSE,IREDA-N7,5127681
NSE,ITC,424961
NSE,JETKNIT-SM,4786945
NSE,JSLHISAR,3149825
NSE,KCPSUGIND,1231105
NSE,KOTAKBANK,492033
NSE,LINDEINDIA,416513
NSE,MAHLOG,98561
NSE,MANUGRAPH,3474433
NSE,MERCATOR,3040257
NSE,MOIL,5332481
NSE,NAGAROIL,8009217
NSE,NESCO,3944705
NSE,NHBTF2023-N3,450049
NSE,NLCINDIA,2197761
NSE,ORCHIDPHAR-BZ,297217
NSE,PARAGMILK,4385281
NSE,PFC-N8,5127169
NSE,REGENCERAM-BE,2317057
NSE,RICOAUTO,744705
NSE,SAIL,758529
NSE,SBIETFQLTY,1847809
NSE,SGBDEC25XI-GB,186625
NSE,SHALPAINTS,3927553
NSE,SIL-BE,2892289
NSE,SOFTTECH-SM,749057
NSE,SREIBNPNCD-NC,4990465
NSE,SREINFRA-NS,900353
NSE,SRTRANSFIN-YH,76289
NSE,SUBROS,850945
NSE,SUVEN,2875649
NSE,TATAGLOBAL,878593
NSE,TEXINFRA,2956545
NSE,TITAN,897537
NSE,TVVISION,4737025
NSE,USHAMART,2263041
NSE,VINATIORGA,4445185
NSE,WEBELSOLAR,3738113
NSE,ZENTEC,1922049
NSE,IIFCL-N1,5133313
NSE,ZODJRDMKJ,978945
NSE,WIPRO,969473
NSE,WEALTH-SM,4001793
NSE,VASA-SM,326145
NSE,UFLEX,269569
NSE,TREJHARA,1924609
NSE,TCFSL-NF,1294849
NSE,PSL,705281
NSE,TANLA,3577857
NSE,SUNDARMFIN,854785
NSE,SRTRANSFIN-YN,485633
NSE,SREINFRA-YL,518913
NSE,SREIBNPNCD-NQ,5510401
NSE,SPAL,4672513
NSE,SKIPPER,2413569
NSE,SHREYANIND,800257
NSE,SGBOCT25-GB,64001
NSE,SELMCL-BE,3811329
NSE,SANGHIIND,767233
NSE,RSWM,715265
NSE,REPRO,3360257
NSE,RECLTD-N4,7581185
NSE,RAIN,3926273
NSE,PREMEXPLN,4453633
NSE,PIONEEREMB,3446529
NSE,PEARLPOLY,668161
NSE,ORISSAMINE,5102337
NSE,NIPPOBATRY,1736193
NSE,NHAI-NE,3719425
NSE,NCLIND,3709441
NSE,MUNJALSHOW,590593
NSE,MMP-SM,677633
NSE,MBECL-BE,3503873
NSE,MANAPPURAM-NM,1460737
NSE,MAGMA,2919169
NSE,LFIC-BE,2026497
NSE,KRITIKA-SM,1423873
NSE,KIOCL,4896257
NSE,KAMDHENU,3444993
NSE,JKPAPER,3036161
NSE,IVRCLINFRA,1937665
NSE,IRFC-N9,152833
NSE,INNOVATIVE-SM,5596417
NSE,IITL,4998401
NSE,IEX,56321
NSE,ICICIMCAP,4531713
NSE,ICICI0101-NC,2489089
NSE,IBUCCREDIT-N8,1257473
NSE,HNGSNGBEES,4680705
NSE,HEXAWARE,2747905
NSE,HARRMALAYA,336129
NSE,GPPL,5051137
NSE,GLOBAL-SM,5052929
NSE,GATI,3504129
NSE,FELDVR,4352513
NSE,ERFLNCDI-N1,566529
NSE,EDUCOMP-BZ,5567233
NSE,E2E-SM,765441
NSE,DHFL-N5,4681729
NSE,DANGEE-SM,1167105
NSE,CONTROLPR,4474113
NSE,CGCL,5204225
NSE,BLUEBLENDS-O1,2594561
NSE,BHAGERIA,3430401
NSE,BANCOINDIA,3553281
NSE,ATLASCYCLE-BE,2027777
NSE,ARMANFIN,4419329
NSE,AMJUMBO-SM,346369
NSE,AIROLAM-SM,5600001
NSE,ACE,3478273
NSE,833GS2036-GS,1762049
NSE,75GS2034-GS,1759489
NSE,3IINFOTECH,3014145
NSE,HUDCO-N7,7590401
NSE,ICICI0801-NA,2680833
NSE,IDFCBANK-N3,2797825
NSE,ICICI0901-NB,2688513
NSE,HUDCO-N8,5101569
NSE,IBULHSGFIN-NA,4768769
NSE,HUDCO-NB,5110785
NSE,ELECTCAST,237569
NSE,GODREJIND,2796801
NSE,HCL-INSYS,339713
NSE,HINDNATGLS,4363777
NSE,HCLTECH,1850625
NSE,GODREJPROP,4576001
NSE,GSPL,3378433
NSE,GOKUL-BE,4277505
NSE,ELECTCAST-W1,4637697
NSE,FOURTHDIM-SM,3113473
NSE,GICL-SM,4816641
NSE,FSL,3661825
NSE,ELGIRUBCO,6380545
NSE,EVERESTIND,254209
NSE,617GS2023-GS,1758721
NSE,679GS2027-GS,1843713
NSE,AAKASH-SM,730113
NSE,ABCAPITAL,5533185
NSE,AGLSL,5459201
NSE,APOLSINHOT-BE,1614849
NSE,ASSAMCO,63489
NSE,AYMSYNTEX,2632961
NSE,BASML,3080705
NSE,BHARATRAS,981505
NSE,BRFL,3344897
NSE,CASTROLIND,320001
NSE,CKPLEISURE-SM,406273
NSE,CROMPTON,4376065
NSE,DENABANK,1187329
NSE,EMAMILTD,3460353
NSE,AARTIIND,1793
NSE,BOMDYEING,131329
NSE,DEEPIND,4670465
NSE,DOLPHINOFF,3501569
NSE,ECLFINANCE-NH,1095681
NSE,DONEAR,3542785
NSE,DELTACORP,3851265
NSE,DHFL-NL,4732673
NSE,CINELINE,6953217
NSE,BPL,135681
NSE,AARVEEDEN,3525377
NSE,ASIANPAINT,60417
NSE,BANSWRAS,3714817
NSE,ASPINWALL,4421121
NSE,ABAN,2561
NSE,ALKYLAMINE,1148673
NSE,ABB,3329
NSE,AVONMPL-SM,1062913
NSE,668GS2031-GS,1844481
NSE,817GS2044-GS,1821441
NSE,83GS2042-GS,1800705
NSE,8KMILES,2830849
NSE,3RDROCK-IT,1438977
NSE,AVADHSUGAR,5479937
NSE,AUSOMENT,1033473
NSE,ADANIPORTS,3861249
NSE,768GS2023-GS,1822977
NSE,ADANIGREEN,912129
NSE,AURDIS-SM,4803073
NSE,ANDHRABANK,2524673
NSE,ATUL,67329
NSE,UTTAMSUGAR,3424257
NSE,LOTUSEYE,4302593
NSE,DHFL-ND,4686337
NSE,CAPACITE,5567745
NSE,BHAGYANGR,5318657
NSE,CANBK,2763265
NSE,DHFL-NC,4685825
NSE,COUNCODOS,4348417
NSE,DHFL-N6,4682241
NSE,GRETEX-SM,4797697
NSE,EROSMEDIA,5140481
NSE,ECLERX,3885825
NSE,ERFLNCDI-N4,574977
NSE,GRASIM,315393
NSE,GAYAHWS,945409
NSE,LOKESHMACH,3439617
NSE,INDIGRID-IV,5372929
NSE,IBULHSGFIN-N1,4764161
NSE,HIKAL,2475009
NSE,IBUCCREDIT-N9,1257985
NSE,INDIAGLYCO,389377
NSE,ICICINIFTY,7565569
NSE,INDHOTEL,387073
NSE,LICNETFSEN,2928897
NSE,JNPT-N1,7589377
NSE,IRFC-NA,154369
NSE,JMFINANCIL,3491073
NSE,LICNETFN50,2897665
NSE,KIRLOSIND,4870401
NSE,LIBAS-SM,4955905
NSE,UTINEXT50,5498369
NSE,RHFL-N8,4952833
NSE,NOCIL,625153
NSE,MOLDTKPAC,1718529
NSE,MMTC,4596993
NSE,NDTV,2925313
NSE,NITESHEST,4815105
NSE,RHFL-N4,4950785
NSE,PNB,2730497
NSE,ORTEL,1849345
NSE,PLASTIBLEN,3563521
NSE,RHFL-N1,4949249
NSE,RAJMET-SM,1375745
NSE,RESPONIND,5202689
NSE,SREINFRA-NI,84225
NSE,SGL,3421953
